@relation Hospital_Case_4

@attribute HR numeric
@attribute Pulse numeric
@attribute SpO2 numeric
@attribute Perf numeric
@attribute etCO2 numeric
@attribute imCO2 numeric
@attribute awRR numeric
@attribute NBP_Sys numeric
@attribute NBP_Dia numeric
@attribute NBP_Mean numeric
@attribute etSEV numeric
@attribute inSEV numeric
@attribute etN2O numeric
@attribute inN2O numeric
@attribute MAC numeric
@attribute etO2 numeric
@attribute inO2 numeric
@attribute Tidal_Volume numeric
@attribute Minute_Volume numeric
@attribute RR numeric
@attribute Set_Tidal_Volume numeric
@attribute Set_RR numeric
@attribute Set_I_E_Ratio numeric
@attribute Set_PEEP numeric
@attribute Set_PAWmax numeric
@attribute Set_PAWmin numeric
@attribute Set_Mechanical_Ventilation numeric
@attribute Num_Patient_Alarms numeric
@attribute Num_Technical_Alarms numeric
@attribute class {L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13}

@data
110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	500	12	2	0	40	10	0	0	2	L1 
110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	500	12	2	0	40	10	0	0	2	L1 
110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	31	0	0	0	500	12	2	0	40	10	0	0	2	L1 
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	31	0	0	0	500	12	2	0	40	10	0	0	2	L1 
108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	31	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	0	0	0	500	12	2	0	40	10	0	0	2	L1 
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	0	0	0	500	12	2	0	40	10	0	0	2	L1 
105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	0	0	0	500	12	2	0	40	10	0	0	2	L1 
105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	0	0	0	500	12	2	0	40	10	0	0	2	L1 
105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	0	0	0	500	12	2	0	40	10	0	0	2	L1 
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	0	0	0	500	12	2	0	40	10	0	0	2	L1 
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	35	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	43	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	53	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	62	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	60	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	47	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	41	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	42	0	0	0	500	12	2	0	40	10	0	0	2	L1 
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	64	0	0	0	500	12	2	0	40	10	0	0	2	L1 
105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	64	0	0	0	500	12	2	0	40	10	0	0	2	L1 
